customer_id,full_name,country,segment,signup_date,updated_at
C0120,Nigar Qasımova, Georgia ,SME,2023-07-30,2026-07-23T16:18:49Z
C0121,Elçin Musayev,Turkiye,Retail,2026-02-20,2026-04-07T16:53:34Z
C0122,Türkan Nəbiyev,Azerbaijan,Retail,2026-05-14,2026-08-03T02:43:19Z
C0123,Gülnar Mahmudova,Azerbaijan,SME,2025-06-27,2025-08-22T03:30:31Z
C0124,Murad Abbasova,UAE,Retail,2025-10-13,2026-01-07T19:00:00Z
C0125,Anar Musayev,Azerbaijan,Retail,2026-08-05,2026-08-13T20:50:50Z
C0126,Farid Zeynalova,Azerbaijan,Corporate,2026-01-22,2026-06-26T20:15:56Z
C0127,Şəbnəm Ağayev, Georgia ,Corporate,2023-09-01,2026-03-06T20:08:44Z
C0128,Könül Abbasova,Germany,SME,2024-08-27,2026-07-17T16:46:00Z
C0129,Orxan Quliyeva,AZE,Retail,2023-04-10,2024-06-19T13:38:32Z
C0130,Türkan Məmmədov,Turkiye,Corporate,2024-02-27,2026-01-04T23:08:12Z
C0131,Farid İbrahimov,Kazakhstan,Retail,2026-04-13,2026-06-12T20:56:21Z
C0132,Anar Bağırov,azerbaijan,VIP,2025-08-31,2026-04-30T06:41:26Z
C0133,Günel Sultanov,Azerbaijan,VIP,2026-02-12,2026-04-19T11:06:58Z
C0134,Əli Zeynalova,Kazakhstan,SME,2025-01-09,2026-05-02T10:01:50Z
C0135,Türkan Əliyeva,AZE,Corporate,2023-07-14,2024-01-17T16:50:31Z
C0136,Tural Səfərova,AZE,Retail,2023-07-06,2025-06-05T05:23:27Z
C0137,Lalə Osmanova,AZE,Retail,2025-11-11,2025-12-29T18:01:11Z
C0138,Nihat Quliyeva,AZE,SME,2023-03-01,2024-02-19T17:48:18Z
C0139,Zeynəb Hüseynova,Azerbaijan,Retail,2023-04-28,2023-10-11T20:11:09Z
C0140,Emin Məmmədov,AZE,Retail,2023-12-19,2025-02-12T05:53:25Z
C0141,Samir Rəhimov,azerbaijan,Corporate,2025-02-25,2026-03-09T18:35:47Z
C0142,Orxan İsmayılov,Azerbaijan,Retail,2026-02-11,2026-06-10T14:26:00Z
C0143,Cavid Quliyeva,Türkiye,Corporate,2023-08-22,2023-08-25T10:12:53Z
C0144,Nihat Şirinov,Azerbaijan,Corporate,2023-08-25,2025-12-14T22:51:44Z
C0145,Şəbnəm Kərimova,Germany,Retail,2023-06-20,2025-11-04T11:42:51Z
C0146,Aynur Qasımova,azerbaijan,Retail,2025-06-08,2025-07-26T15:36:20Z
C0147,Nərmin Osmanova,Türkiye,Retail,2026-07-02,2026-08-03T23:39:40Z
C0148,Könül Əliyeva,Azerbaijan,Retail,2025-01-19,2025-10-22T16:14:30Z
C0149,Emin Mahmudova,Azerbaijan,Corporate,2025-03-10,2025-05-09T18:58:29Z
C0150,Murad Quliyeva, Georgia ,Retail,2023-10-01,2026-01-16T10:08:35Z
C0151,Cavid İsmayılov,Türkiye,Retail,2024-09-01,2025-03-16T14:13:04Z
C0152,Aytən Şirinov,Germany,Retail,2023-01-27,2024-11-25T11:47:36Z
C0153,Farid İbrahimov,Kazakhstan,SME,2023-02-08,2023-12-31T14:44:48Z
C0154,Könül Səfərova,azerbaijan,Retail,2024-12-03,2025-05-20T18:15:01Z
C0155,Orxan Quliyeva,N/A,Retail,2025-03-13,2026-03-14T14:40:30Z
C0156,Aysel Bağırov,azerbaijan,SME,2024-07-05,2025-08-29T23:11:55Z
C0157,Aytən Məmmədov,Turkiye,Retail,2024-09-13,2024-10-08T20:00:09Z
C0158,Anar Səfərova,Azerbaijan,Corporate,2023-01-07,2025-09-26T01:56:18Z
C0159,Gülnar Həsənov,Azerbaijan,Retail,2026-05-25,2026-06-12T06:45:22Z
C0160,Fidan Zeynalova,TURKEY,Retail,2023-02-17,2026-04-09T04:41:44Z
C0161,Könül Bağırov,Georgia,SME,2024-01-16,2026-07-08T00:16:39Z
C0162,Rəşad Əliyeva,TURKEY,Retail,2025-05-24,2025-09-11T01:22:14Z
C0163,Xatirə Osmanova,Azerbaijan,SME,2023-08-20,2024-02-07T00:35:37Z
C0164,Zeynəb Osmanova,TURKEY,Retail,2023-09-10,2024-05-01T18:58:55Z
C0165,Elvin Musayev,UAE,Retail,2024-10-17,2025-04-04T12:41:53Z
C0166,Rəşad Abbasova,Azerbaijan,Retail,2025-02-02,2025-12-22T18:41:37Z
C0167,Cavid Quliyeva,Georgia,Retail,2025-02-16,2025-02-26T00:03:44Z
C0168,Nihat Zeynalova,azerbaijan,Retail,2025-01-27,2026-03-26T16:49:45Z
C0169,Nihat Vəliyeva,UAE,SME,2026-04-10,2026-08-20T11:05:02Z
C0170,Aynur Qasımova,Azerbaijan,Corporate,2024-12-19,2026-05-05T02:21:39Z
C0171,Rəşad Osmanova,Azerbaijan,Retail,2023-05-11,2026-02-02T01:25:10Z
C0172,Tural Nəbiyev,Azerbaijan,SME,2025-07-11,2025-07-14T19:16:31Z
C0173,Zeynəb Zeynalova,Kazakhstan,Retail,2023-12-26,2024-08-25T23:24:09Z
C0174,Rüfət Əliyeva,Georgia,VIP,2025-08-22,2026-01-04T23:16:51Z
C0175,Sevinc Mustafayeva,Kazakhstan,Retail,2024-01-01,2024-02-17T01:44:21Z
C0176,Tural Hüseynova,Georgia,SME,2023-03-10,2024-04-21T20:16:52Z
C0177,Zeynəb Kərimova,Azerbaijan,Retail,2025-12-07,2026-05-19T09:20:43Z
C0178,Vüsal Hüseynova,Azerbaijan,Retail,2024-08-26,2026-06-11T12:02:41Z
C0179,Murad Vəliyeva,Azerbaijan,SME,2024-04-25,2025-08-09T22:35:29Z
C0180,Murad Əliyeva,Azerbaijan,Retail,2024-05-08,2026-08-07T07:52:45Z
C0181,Əli Quliyeva,Azerbaijan,Retail,2025-07-29,2025-12-10T13:02:10Z
C0182,Sevinc Mustafayeva,azerbaijan,Retail,2025-11-21,2026-07-26T04:27:50Z
C0183,Nihat Sultanov,AZE,SME,2024-10-13,2024-10-19T03:52:07Z
C0184,Elvin Qasımova,Azerbaijan,Retail,2025-12-25,2026-04-12T06:53:28Z
C0185,Şəbnəm İsmayılov,azerbaijan,Corporate,2024-02-03,2026-05-15T07:44:03Z
C0186,Lalə Məmmədov,Turkiye,Corporate,2024-05-20,2025-02-06T10:59:28Z
C0187,Türkan Qasımova,UAE,Retail,2026-06-14,2026-07-14T11:25:14Z
C0188,Nigar Musayev,AZE,Corporate,2025-02-25,2026-06-30T04:41:31Z
C0189,Aysel Qasımova,Azerbaijan,Corporate,2026-01-13,2026-07-02T15:25:43Z
C0190,Cavid Zeynalova,azerbaijan,Retail,2024-10-08,2024-10-08T08:14:31Z
C0191,Farid İbrahimov,AZE,Retail,2024-01-16,2024-05-12T15:48:12Z
C0192,Zeynəb Məmmədov,Kazakhstan,Retail,2023-08-11,2025-03-28T13:01:40Z
C0193,Əli Rəhimov,Türkiye,SME,2024-11-02,2025-04-26T05:25:02Z
C0194,Orxan Nəbiyev, Georgia ,SME,2024-09-06,2024-09-13T23:01:14Z
C0195,Nihat İbrahimov,AZE,Corporate,2023-07-14,2023-09-27T04:35:30Z
C0196,Farid İsmayılov,Georgia,Retail,2026-03-13,2026-07-26T01:38:42Z
C0197,Günel Hüseynova,Azerbaijan,Retail,2025-01-26,2025-01-26T15:33:20Z
C0198,Aysel Şirinov,Georgia,Retail,2026-06-01,2026-08-21T16:54:14Z
C0199,Nihat Səfərova,Azerbaijan,Corporate,2024-09-05,2026-08-14T16:33:50Z
C0200,Zeynəb Kərimova, Georgia ,Corporate,2024-11-09,2025-07-12T03:29:32Z
C0201,Aysel Quliyeva,AZE,Retail,2023-08-23,2026-08-02T02:12:54Z
C0202,Elçin Cəfərov,azerbaijan,Retail,2023-10-13,2026-01-23T02:11:26Z
C0203,Günel Qasımova,Germany,Retail,2025-12-26,2026-03-05T03:32:40Z
C0204,Türkan Qasımova,Azerbaijan,SME,2024-12-30,2026-08-21T13:14:22Z
C0205,Anar Cəfərov,Türkiye,Retail,2024-11-27,2025-09-17T22:45:07Z
C0206,Kamran Səfərova,Azerbaijan,VIP,2025-07-30,2026-01-02T21:49:18Z
C0207,Aynur Abbasova,Azerbaijan,SME,2026-01-07,2026-06-09T02:59:39Z
C0208,Elçin Qasımova,Germany,SME,2024-08-10,2025-04-30T08:56:47Z
C0209,Türkan Məmmədov,TURKEY,Retail,2025-01-17,2025-05-20T18:25:50Z
C0210,Nərmin Mahmudova,Georgia,Retail,2026-05-14,2026-05-17T15:20:25Z
C0211,Sevinc Bağırov,Azerbaijan,Retail,2025-08-27,2025-09-01T20:34:16Z
C0212,Kamran Məmmədov,Türkiye,VIP,2023-12-05,2026-05-08T09:08:55Z
C0213,Nigar Mahmudova,AZE,Retail,2025-04-23,2026-03-30T12:18:29Z
C0214,Türkan Vəliyeva,AZE,Retail,2026-07-01,2026-07-07T14:24:18Z
C0215,Nərmin Sultanov,Azerbaijan,Retail,2026-05-31,2026-06-13T06:01:02Z
C0216,Kamran Musayev,Georgia,Corporate,2026-02-25,2026-04-25T14:12:07Z
C0217,Elvin Sultanov,Azerbaijan,Corporate,2027-01-15,2026-04-18T06:04:13Z
C0218,Elçin Osmanova,AZE,Retail,2025-11-24,2026-03-27T12:33:56Z
C0219,Könül Həsənov,AZE,Retail,2023-02-22,2023-03-10T09:16:14Z
C0220,Farid Mustafayeva,Azerbaijan,SME,2025-07-23,2026-05-14T17:50:29Z
C0221,Orxan Sultanov,azerbaijan,Retail,2025-04-04,2025-06-07T17:44:58Z
C0222,Anar Məmmədov,azerbaijan,Retail,2024-03-01,2026-06-19T07:50:22Z
C0223,Anar Osmanova,AZE,SME,2026-02-13,2026-05-19T13:30:39Z
C0224,Lalə Cəfərov,Azerbaijan,VIP,2024-02-06,2025-07-11T13:57:48Z
C0225,Sevinc Kərimova,Kazakhstan,Corporate,2026-01-13,2026-05-26T12:07:27Z
C0226,Əli Ağayev,UAE,Retail,2025-02-06,2026-07-03T04:15:35Z
C0227,Nigar Rəhimov,Germany,SME,2025-12-23,2026-05-02T02:27:05Z
C0228,Sevinc Quliyeva,TURKEY,Retail,2024-02-15,2025-10-18T02:26:07Z
C0229,Aytən Qasımova,Turkiye,Retail,2024-05-31,2026-01-31T10:29:47Z
C0230,Samir Rəhimov,Azerbaijan,Retail,2023-10-18,2023-12-28T23:38:29Z
C0231,Kamran Abbasova,Germany,Retail,2023-12-23,2025-03-31T08:44:31Z
C0232,Cavid Məmmədov,Azerbaijan,Retail,2026-04-02,2026-06-28T07:50:23Z
C0233,Rəşad Nəbiyev,AZE,Retail,2024-12-01,2026-08-09T12:57:01Z
C0234,Xatirə Ağayev,Türkiye,Retail,2023-03-29,2026-08-20T03:56:00Z
C0235,Ləman Hüseynova,azerbaijan,Retail,2024-08-16,2026-07-12T20:35:25Z
C0236,Nihat Mustafayeva,Azerbaijan,SME,2024-09-05,2025-06-08T00:12:31Z
C0237,Ləman Musayev,Azerbaijan,Retail,2023-01-26,2024-12-11T12:23:06Z
C0238,Tural Zeynalova,Azerbaijan,Retail,2023-08-31,2023-10-30T22:01:57Z
C0239,Günel Nəbiyev,Azerbaijan,Retail,2026-08-10,2026-08-19T13:23:58Z
C0240,Aynur Osmanova,Georgia,Retail,2025-08-26,2025-10-14T23:48:17Z
C0241,Orxan Hüseynova,Germany,Retail,2023-01-18,2024-10-11T18:27:50Z
C0242,Murad Əliyeva,Azerbaijan,SME,2026-05-04,2026-06-07T11:28:49Z
C0243,Orxan Qasımova,TURKEY,Retail,2024-01-23,2026-01-04T23:00:37Z
C0244,Elvin İbrahimov,Germany,Retail,2025-02-11,2025-04-06T22:13:53Z
C0245,Zeynəb Mahmudova,azerbaijan,Corporate,2024-01-01,2026-03-04T09:00:48Z
C0246,Emin Hüseynova,AZE,Retail,2025-08-21,2026-01-18T20:52:24Z
C0247,Ləman İsmayılov,Germany,Retail,2024-12-24,2025-12-15T09:16:30Z
C0248,Elçin Rəhimov,Georgia,Retail,2023-08-18,2024-01-09T01:25:37Z
C0249,Xatirə Hüseynova,TURKEY,Corporate,2024-02-12,2024-12-18T12:32:43Z
C0250,Samir Əliyeva,AZE,VIP,2023-01-30,2023-05-22T05:14:11Z
C0251,Şəbnəm Vəliyeva,Germany,Retail,2023-09-04,2025-02-13T00:36:39Z
C0252,Vüsal İbrahimov,Germany,SME,2024-08-14,2026-08-20T13:04:03Z
C0253,Aynur Rəhimov,Azerbaijan,Retail,2025-03-15,2026-03-30T02:28:28Z
C0254,Rəşad Şirinov,azerbaijan,Retail,2023-11-06,2026-07-30T07:03:15Z
C0255,Fidan Musayev,Germany,SME,2023-03-17,2024-10-31T18:18:40Z
C0256,Elçin Əliyeva,Türkiye,SME,2023-08-20,2025-05-28T07:50:53Z
C0257,Vüsal Quliyeva,UAE,Retail,2024-12-15,2025-12-03T07:51:46Z
C0258,Nigar Məmmədov,TURKEY,Retail,2025-01-25,2025-08-20T20:29:27Z
C0259,Samir Osmanova,Azerbaijan,Retail,2024-11-05,2025-01-25T10:06:26Z
C0260,Türkan Həsənov,Germany,Corporate,2025-03-15,2025-05-08T05:07:13Z
C0261,Farid İsmayılov,Kazakhstan,SME,2024-08-27,2025-07-18T00:47:47Z
C0262,Rəşad Mahmudova,Azerbaijan,Retail,2024-07-16,2026-01-11T13:38:26Z
C0263,Aytən Ağayev,Kazakhstan,Retail,2024-03-18,2026-02-21T01:48:56Z
C0264,Türkan Nəbiyev,Germany,Retail,2024-01-05,2026-08-20T08:24:39Z
C0265,Cavid Nəbiyev,Azerbaijan,Corporate,2026-04-26,2026-06-12T13:04:45Z
C0266,Nihat İsmayılov,azerbaijan,SME,2025-11-19,2025-12-27T17:48:07Z
C0267,Xatirə Abbasova,Azerbaijan,Retail,2023-04-28,2025-11-15T18:05:17Z
C0268,Elvin Zeynalova,Azerbaijan,Retail,2024-04-26,2025-07-03T05:04:16Z
C0269,Aytən Quliyeva,Türkiye,Corporate,2025-04-25,2026-06-16T06:04:56Z
C0270,Kamran İsmayılov, Georgia ,Retail,2023-12-06,2024-11-19T01:44:07Z
C0271,Nihat Osmanova,AZE,Retail,2025-12-29,2026-02-10T03:49:59Z
C0272,Türkan İbrahimov,azerbaijan,SME,2024-03-26,2026-08-03T13:08:00Z
C0273,Sevinc Osmanova,Kazakhstan,Corporate,2023-09-11,2024-06-06T00:42:12Z
C0274,Vüsal Ağayev,azerbaijan,Corporate,2023-04-10,2024-08-25T04:11:11Z
C0275,Sevinc Kərimova,UAE,Corporate,2025-11-12,2026-05-07T02:26:43Z
C0276,Aysel Şirinov,Azerbaijan,Retail,2024-04-13,2024-05-07T22:44:32Z
C0277,Nərmin Abbasova,Türkiye,Corporate,2025-10-13,2025-11-23T00:41:08Z
C0278,Kamran Zeynalova,Kazakhstan,Retail,2026-04-21,2026-07-01T09:49:50Z
C0279,Xatirə Mustafayeva,Türkiye,VIP,2024-03-17,2024-10-29T18:00:44Z
C0280,Tural Quliyeva,Azerbaijan,Retail,2023-02-24,2024-08-12T14:13:53Z
C0281,Cavid Rəhimov,Kazakhstan,Retail,2024-02-18,2025-02-03T16:16:50Z
C0282,Türkan Hüseynova,Azerbaijan,SME,2025-01-08,2025-11-01T19:05:20Z
C0283,Murad İsmayılov,Turkiye,Retail,2023-11-03,2025-05-27T06:55:03Z
C0284,Aytən Abbasova,Azerbaijan,SME,2024-01-08,2024-07-11T10:45:53Z
C0285,Aynur Səfərova,Türkiye,Corporate,2025-11-01,2026-04-25T23:03:24Z
C0286,Könül Həsənov,Azerbaijan,VIP,2025-11-16,2025-11-18T20:15:37Z
C0287,Elçin Abbasova,Azerbaijan,Retail,2023-11-06,2026-06-28T19:01:23Z
C0288,Elvin Mustafayeva,N/A,Corporate,2024-04-26,2025-08-25T12:40:51Z
C0289,Aytən Mahmudova,azerbaijan,Retail,2023-01-16,2026-01-11T22:32:01Z
C0290,Anar Mustafayeva,AZE,Retail,2026-03-18,2026-04-21T03:27:24Z
C0291,Emin Qasımova,UAE,Retail,2026-03-06,2026-04-15T23:48:23Z
C0292,Elvin Quliyeva,UAE,Retail,2026-04-20,2026-08-21T05:37:43Z
C0293,Elçin Osmanova,Azerbaijan,Retail,2026-05-04,2026-07-21T22:50:19Z
C0294,Sevinc Quliyeva,Azerbaijan,VIP,2024-09-09,2025-06-23T21:00:32Z
C0295,Kamran Nəbiyev,Azerbaijan,Corporate,2023-11-23,2025-08-21T05:16:50Z
C0296,Nərmin Mustafayeva,TURKEY,Corporate,2024-08-28,2026-06-01T14:43:49Z
